-0.06, 0.10, 1.01,2020-04-20T15:28:57.431Z
-0.02, 0.07, 1.00,2020-04-20T15:28:57.511Z
-0.01, 0.09, 1.01,2020-04-20T15:28:57.737Z
-0.07, 0.00, 1.00,2020-04-20T15:28:57.838Z
-0.04, 0.07, 1.01,2020-04-20T15:28:58.045Z
-0.02, 0.00, 0.99,2020-04-20T15:28:58.155Z
-0.02, 0.01, 1.01,2020-04-20T15:28:58.351Z
-0.01, 0.03, 1.00,2020-04-20T15:28:58.475Z
-0.01, 0.07, 1.02,2020-04-20T15:28:58.687Z
-0.05, 0.05, 1.00,2020-04-20T15:28:58.798Z
0.00, 0.05, 1.00,2020-04-20T15:28:59.070Z
0.00, 0.07, 1.02,2020-04-20T15:28:59.133Z
-0.06, 0.08, 0.99,2020-04-20T15:28:59.375Z
-0.06, 0.07, 0.99,2020-04-20T15:28:59.440Z
-0.01, 0.07, 1.02,2020-04-20T15:28:59.682Z
-0.03, 0.11, 1.01,2020-04-20T15:28:59.765Z
-0.01, 0.11, 1.01,2020-04-20T15:28:59.992Z
-0.06, 0.05, 1.00,2020-04-20T15:29:00.083Z
-0.03, 0.07, 1.00,2020-04-20T15:29:00.251Z
-0.00, 0.10, 1.02,2020-04-20T15:29:00.605Z
-0.02, 0.02, 1.01,2020-04-20T15:29:00.670Z
-0.06, 0.01, 0.99,2020-04-20T15:29:00.733Z
-0.04, 0.02, 1.00,2020-04-20T15:29:00.913Z
-0.03, 0.08, 1.01,2020-04-20T15:29:01.051Z
-0.02, 0.07, 1.01,2020-04-20T15:29:01.218Z
-0.03, 0.04, 1.01,2020-04-20T15:29:01.429Z
-0.04, 0.09, 1.01,2020-04-20T15:29:01.529Z
-0.02, 0.07, 1.02,2020-04-20T15:29:01.735Z
-0.02, 0.05, 1.00,2020-04-20T15:29:01.867Z
-0.05, -0.01, 0.99,2020-04-20T15:29:02.039Z
0.03, 0.02, 1.02,2020-04-20T15:29:02.173Z
-0.03, 0.04, 1.01,2020-04-20T15:29:02.345Z
-0.02, 0.09, 1.02,2020-04-20T15:29:02.551Z
-0.04, 0.02, 0.98,2020-04-20T15:29:02.659Z
-0.03, 0.07, 1.01,2020-04-20T15:29:02.857Z
-0.02, 0.07, 1.01,2020-04-20T15:29:02.976Z
-0.03, 0.07, 1.00,2020-04-20T15:29:03.165Z
-0.02, 0.04, 1.01,2020-04-20T15:29:03.301Z
-0.07, 0.08, 1.00,2020-04-20T15:29:03.471Z
-0.02, 0.05, 1.00,2020-04-20T15:29:03.677Z
-0.06, 0.07, 1.00,2020-04-20T15:29:03.783Z
0.01, 0.07, 1.01,2020-04-20T15:29:03.985Z
-0.02, 0.07, 1.02,2020-04-20T15:29:04.103Z
-0.03, -0.00, 0.99,2020-04-20T15:29:04.260Z
-0.02, 0.02, 1.00,2020-04-20T15:29:04.599Z
-0.01, 0.05, 1.01,2020-04-20T15:29:04.661Z
-0.05, -0.01, 0.99,2020-04-20T15:29:04.746Z
-0.03, 0.02, 0.99,2020-04-20T15:29:04.906Z
-0.05, 0.05, 1.00,2020-04-20T15:29:05.110Z
-0.02, 0.07, 1.01,2020-04-20T15:29:05.228Z
-0.03, 0.06, 1.01,2020-04-20T15:29:05.419Z
-0.04, 0.03, 0.99,2020-04-20T15:29:05.558Z
-0.04, 0.07, 1.00,2020-04-20T15:29:05.725Z
-0.07, 0.05, 0.99,2020-04-20T15:29:05.878Z
-0.04, 0.05, 1.01,2020-04-20T15:29:06.135Z
-0.02, 0.07, 1.01,2020-04-20T15:29:06.201Z
-0.00, 0.12, 1.01,2020-04-20T15:29:06.442Z
-0.04, 0.08, 0.99,2020-04-20T15:29:06.518Z
-0.06, 0.07, 1.01,2020-04-20T15:29:06.751Z
0.00, 0.08, 1.02,2020-04-20T15:29:06.840Z
0.01, 0.04, 1.01,2020-04-20T15:29:07.049Z
-0.04, 0.04, 1.00,2020-04-20T15:29:07.152Z
-0.05, -0.00, 0.99,2020-04-20T15:29:07.364Z
0.01, 0.03, 1.02,2020-04-20T15:29:07.479Z
-0.01, 0.04, 1.02,2020-04-20T15:29:07.671Z
-0.03, -0.00, 0.98,2020-04-20T15:29:07.806Z
-0.02, 0.01, 1.00,2020-04-20T15:29:07.979Z
-0.04, 0.07, 1.00,2020-04-20T15:29:08.121Z
-0.02, 0.02, 1.00,2020-04-20T15:29:08.388Z
-0.02, 0.02, 0.99,2020-04-20T15:29:08.453Z
-0.03, 0.02, 1.01,2020-04-20T15:29:08.695Z
-0.04, 0.03, 1.00,2020-04-20T15:29:08.781Z
-0.01, 0.04, 1.01,2020-04-20T15:29:08.926Z
-0.01, 0.07, 1.02,2020-04-20T15:29:09.105Z
-0.04, 0.01, 0.98,2020-04-20T15:29:09.310Z
-0.04, 0.04, 1.00,2020-04-20T15:29:09.407Z
-0.04, 0.13, 1.01,2020-04-20T15:29:09.616Z
-0.02, 0.05, 1.01,2020-04-20T15:29:09.738Z
-0.03, 0.06, 1.00,2020-04-20T15:29:09.924Z
-0.04, 0.04, 1.01,2020-04-20T15:29:10.060Z
0.03, 0.05, 1.02,2020-04-20T15:29:10.233Z
-0.03, 0.09, 1.01,2020-04-20T15:29:10.371Z
-0.04, 0.02, 0.99,2020-04-20T15:29:10.641Z
-0.06, 0.08, 0.99,2020-04-20T15:29:10.709Z
0.01, 0.13, 1.04,2020-04-20T15:29:10.949Z
-0.04, 0.07, 1.00,2020-04-20T15:29:11.021Z
-0.03, 0.02, 0.99,2020-04-20T15:29:11.254Z
-0.01, 0.04, 1.01,2020-04-20T15:29:11.350Z
-0.02, 0.05, 1.01,2020-04-20T15:29:11.563Z
